"state", "date_peak", "cases_peak"
"afghanistan", "08/18/21", "0"
"afghanistan", "11/12/21", "1"
"afghanistan", "12/25/21", "0"
"afghanistan", "02/12/22", "0"
"afghanistan", "03/15/22", "0"
"afghanistan", "05/30/22", "0"
"albania", "05/12/21", "1"
"albania", "07/27/21", "0"
"albania", "08/28/21", "0"
"albania", "11/04/21", "0"
"albania", "01/30/22", "0"
"albania", "03/08/22", "0"
"albania", "05/13/22", "0"
"algeria", "09/02/21", "1"
"algeria", "10/22/21", "0"
"algeria", "02/06/22", "0"
"algeria", "04/22/22", "0"
"algeria", "05/27/22", "0"
"angola", "06/06/21", "0"
"angola", "10/06/21", "0"
"angola", "11/19/21", "0"
"angola", "01/09/22", "0"
"angola", "03/15/22", "0"
"angola", "05/20/22", "0"
"argentina", "03/11/21", "0"
"argentina", "05/16/21", "0"
"argentina", "08/26/21", "1"
"argentina", "11/18/21", "0"
"argentina", "05/10/22", "0"
"armenia", "07/09/21", "0"
"armenia", "08/06/21", "0"
"armenia", "12/04/21", "0"
"armenia", "01/15/22", "0"
"armenia", "03/11/22", "0"
"australia", "04/28/21", "0"
"australia", "10/09/21", "1"
"australia", "03/09/22", "0"
"australia", "06/23/22", "0"
"austria", "02/03/21", "0"
"austria", "04/07/21", "0"
"austria", "06/23/21", "1"
"austria", "10/20/21", "0"
"austria", "03/30/22", "0"
"azerbaijan", "03/31/21", "0"
"azerbaijan", "04/27/21", "0"
"azerbaijan", "07/02/21", "0"
"azerbaijan", "09/03/21", "0"
"azerbaijan", "01/10/22", "0"
"azerbaijan", "03/13/22", "0"
"bahrain", "03/04/21", "2"
"bahrain", "04/05/21", "1"
"bahrain", "05/24/21", "1"
"bahrain", "09/13/21", "0"
"bahrain", "11/20/21", "0"
"bahrain", "12/20/21", "0"
"bahrain", "01/15/22", "0"
"bahrain", "03/04/22", "0"
"bangladesh", "04/18/21", "0"
"bangladesh", "09/06/21", "0"
"bangladesh", "11/02/21", "1"
"bangladesh", "01/10/22", "1"
"bangladesh", "02/17/22", "2"
"bangladesh", "03/28/22", "1"
"bangladesh", "05/08/22", "0"
"bangladesh", "06/06/22", "0"
"belarus", "05/05/21", "0"
"belarus", "07/16/21", "1"
"belarus", "11/05/21", "0"
"belarus", "11/23/21", "0"
"belarus", "12/31/21", "0"
"belarus", "03/04/22", "1"
"belarus", "05/13/22", "0"
"belgium", "02/04/21", "0"
"belgium", "06/10/21", "1"
"belgium", "07/08/21", "1"
"belgium", "10/26/21", "0"
"belgium", "11/25/21", "0"
"belgium", "01/06/22", "0"
"belgium", "02/07/22", "0"
"benin", "10/10/21", "0"
"benin", "11/28/21", "0"
"benin", "02/20/22", "0"
"benin", "04/05/22", "0"
"bolivia", "04/03/21", "0"
"bolivia", "05/01/21", "0"
"bolivia", "07/21/21", "0"
"bolivia", "11/16/21", "0"
"bolivia", "01/04/22", "0"
"bolivia", "04/28/22", "0"
"bosnia_and_herzegovina", "06/22/21", "0"
"bosnia_and_herzegovina", "07/19/21", "0"
"bosnia_and_herzegovina", "09/05/21", "0"
"bosnia_and_herzegovina", "09/27/21", "0"
"bosnia_and_herzegovina", "11/02/21", "1"
"bosnia_and_herzegovina", "01/23/22", "0"
"botswana", "06/16/21", "0"
"botswana", "07/23/21", "0"
"botswana", "11/08/21", "0"
"botswana", "12/29/21", "4"
"botswana", "03/04/22", "0"
"botswana", "06/03/22", "1"
"brazil", "04/18/21", "0"
"brazil", "08/17/21", "0"
"brazil", "01/17/22", "0"
"brazil", "02/22/22", "0"
"brazil", "05/09/22", "0"
"brazil", "06/07/22", "0"
"bulgaria", "03/17/21", "0"
"bulgaria", "05/10/21", "0"
"bulgaria", "07/25/21", "0"
"bulgaria", "10/13/21", "0"
"bulgaria", "01/31/22", "0"
"burkina_faso", "10/22/21", "0"
"burkina_faso", "12/20/21", "0"
"burkina_faso", "02/18/22", "0"
"cambodia", "04/22/21", "0"
"cambodia", "05/23/21", "0"
"cambodia", "08/09/21", "1"
"cambodia", "09/13/21", "1"
"cambodia", "10/12/21", "1"
"cambodia", "11/30/21", "0"
"cambodia", "01/18/22", "0"
"cambodia", "03/17/22", "0"
"cambodia", "05/18/22", "0"
"cameroon", "11/22/21", "0"
"cameroon", "03/19/22", "0"
"canada", "02/17/21", "0"
"canada", "04/04/21", "0"
"canada", "06/26/21", "1"
"canada", "12/17/21", "0"
"canada", "01/14/22", "0"
"canada", "04/05/22", "0"
"central_african_republic", "10/19/21", "1"
"central_african_republic", "01/13/22", "0"
"central_african_republic", "02/16/22", "0"
"central_african_republic", "03/23/22", "0"
"central_african_republic", "04/24/22", "0"
"chad", "04/07/22", "1"
"chile", "03/10/21", "1"
"chile", "04/07/21", "1"
"chile", "06/24/21", "1"
"chile", "10/19/21", "0"
"chile", "12/27/21", "0"
"chile", "05/09/22", "0"
"china", "08/10/21", "8"
"china", "10/21/21", "0"
"china", "12/01/21", "0"
"china", "02/05/22", "0"
"china", "03/29/22", "0"
"china", "05/30/22", "0"
"colombia", "05/10/21", "0"
"colombia", "07/13/21", "1"
"colombia", "10/07/21", "0"
"colombia", "11/18/21", "0"
"colombia", "01/08/22", "0"
"colombia", "03/21/22", "0"
"colombia", "04/27/22", "0"
"colombia", "06/01/22", "0"
"congo", "07/27/21", "0"
"congo", "09/20/21", "0"
"congo", "05/13/22", "1"
"costa_rica", "03/03/21", "0"
"costa_rica", "05/08/21", "0"
"costa_rica", "09/11/21", "1"
"costa_rica", "10/30/21", "1"
"costa_rica", "02/08/22", "0"
"costa_rica", "03/20/22", "0"
"costa_rica", "04/23/22", "0"
"cote_d_ivoire", "09/08/21", "0"
"cote_d_ivoire", "10/04/21", "0"
"cote_d_ivoire", "11/12/21", "0"
"cote_d_ivoire", "12/03/21", "0"
"cote_d_ivoire", "12/29/21", "0"
"cote_d_ivoire", "02/09/22", "0"
"cote_d_ivoire", "03/25/22", "0"
"croatia", "02/07/21", "0"
"croatia", "06/16/21", "1"
"croatia", "10/09/21", "0"
"croatia", "11/01/21", "0"
"croatia", "12/31/21", "1"
"croatia", "06/17/22", "0"
"cuba", "07/01/21", "1"
"cuba", "08/28/21", "1"
"cuba", "10/06/21", "1"
"cuba", "11/13/21", "1"
"cuba", "02/05/22", "0"
"cuba", "05/16/22", "0"
"czechia", "02/06/21", "0"
"czechia", "04/10/21", "0"
"czechia", "06/24/21", "1"
"czechia", "10/30/21", "0"
"czechia", "04/05/22", "0"
"democratic_republic_of_congo", "05/06/22", "0"
"denmark", "01/28/21", "0"
"denmark", "05/05/21", "0"
"denmark", "07/13/21", "1"
"denmark", "11/10/21", "0"
"denmark", "01/05/22", "0"
"djibouti", "08/03/21", "0"
"djibouti", "01/15/22", "1"
"djibouti", "02/24/22", "0"
"djibouti", "04/07/22", "0"
"djibouti", "05/06/22", "0"
"dominican_republic", "04/12/21", "1"
"dominican_republic", "06/10/21", "1"
"dominican_republic", "10/17/21", "0"
"dominican_republic", "12/27/21", "0"
"dominican_republic", "01/31/22", "0"
"dominican_republic", "03/23/22", "0"
"ecuador", "04/17/21", "0"
"ecuador", "08/19/21", "2"
"ecuador", "11/24/21", "0"
"ecuador", "03/03/22", "0"
"ecuador", "04/02/22", "0"
